OID_,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long
751,252,251,England,,United Kingdom,,,283,England,23,Goalkeeper,RAMSDALE Aaron,Aaron Christopher,RAMSDALE,RAMSDALE,5/14/1998 0:00,Arsenal FC (ENG),188,"Stoke-on-Trent, England",53.0033369,-2.1827408
752,255,254,Wales,,United Kingdom,,,808,Wales,3,Defender,WILLIAMS Neco,Neco Shay,WILLIAMS,N WILLIAMS,4/13/2001 0:00,Nottingham Forest FC (ENG),183,"Wrexham, Wales",53.04304,-2.992494
753,255,254,Wales,,United Kingdom,,,813,Wales,8,Midfielder,WILSON Harry,Harry,WILSON,WILSON,3/22/1997 0:00,Fulham FC (ENG),173,"Wrexham, Wales",53.04304,-2.992494
754,255,254,Wales,,United Kingdom,,,817,Wales,12,Goalkeeper,WARD Danny,Daniel,WARD,WARD,6/22/1993 0:00,Leicester City FC (ENG),191,"Wrexham, Wales",53.04304,-2.992494
755,86,86,Germany,DE,Germany,DE,56.11503765,329,Germany,17,Midfielder,BRANDT Julian,Julian,BRANDT,BRANDT,5/2/1996 0:00,Borussia Dortmund (GER),183,"Bremen, Germany",53.0792962,8.8016937
756,255,254,Wales,,United Kingdom,,,806,Wales,1,Goalkeeper,HENNESSEY Wayne,Wayne Robert,HENNESSEY,HENNESSEY,1/24/1987 0:00,Nottingham Forest FC (ENG),198,"Bangor, Wales",53.22739,-4.129263
757,255,254,Wales,,United Kingdom,,,828,Wales,23,Midfielder,LEVITT Dylan,Dylan James Christopher,LEVITT,LEVITT,11/17/2000 0:00,Dundee United FC (SCO),180,"Bodelwyddan, Wales",53.268061,-3.498458
758,252,251,England,,United Kingdom,,,262,England,2,Defender,WALKER Kyle,Kyle Andrew,WALKER,WALKER,5/28/1990 0:00,Manchester City FC (ENG),178,"Sheffield, England",53.381129,-1.470085
759,252,251,England,,United Kingdom,,,266,England,6,Defender,MAGUIRE Harry,Harry Jacob,MAGUIRE,MAGUIRE,3/5/1993 0:00,Manchester United FC (ENG),193,"Sheffield, England",53.381129,-1.470085
760,252,251,England,,United Kingdom,,,278,England,18,Defender,ALEXANDER-ARNOLD Trent,Trent John,ALEXANDER-ARNOLD,ALEXANDER-ARNOLD,10/7/1998 0:00,Liverpool FC (ENG),175,"Liverpool, England",53.4083714,-2.9915726
761,252,251,England,,United Kingdom,,,280,England,20,Midfielder,FODEN Phil,Philip Walter,FODEN,FODEN,5/28/2000 0:00,Manchester City FC (ENG),180,"Stockport, England",53.4106316,-2.1575332
762,179,179,Poland,PL,Poland,PL,35.32783571,530,Poland,11,Midfielder,GROSICKI Kamil,Kamil Pawel,GROSICKI,GROSICKI,6/8/1988 0:00,Pogon Szczecin (POL),180,"Szczecin, Poland",53.4285438,14.5528116
763,252,251,England,,United Kingdom,,,276,England,16,Defender,COADY Conor,Conor David,COADY,COADY,2/25/1993 0:00,Everton FC (ENG),184,"St Helens, England",53.456307,-2.737095
764,252,251,England,,United Kingdom,,,271,England,11,Forward,RASHFORD Marcus,Marcus,RASHFORD,RASHFORD,10/31/1997 0:00,Manchester United FC (ENG),180,"Manchester, England",53.4807593,-2.2426305
765,86,86,Germany,DE,Germany,DE,56.11503765,117,Cameroon,13,Forward,CHOUPO-MOTING Eric Maxim,Eric Maxim,CHOUPO-MOTING,CHOUPO-MOTING,3/23/1989 0:00,FC Bayern München (GER),191,"Hamburg, West Germany",53.5488282,9.9871703
766,252,251,England,,United Kingdom,,,265,England,5,Defender,STONES John,John,STONES,STONES,5/28/1994 0:00,Manchester City FC (ENG),188,"Barnsley, England",53.55263,-1.479726
767,252,251,England,,United Kingdom,,,272,England,12,Defender,TRIPPIER Kieran,Kieran John,TRIPPIER,TRIPPIER,9/19/1990 0:00,Newcastle United FC (ENG),178,"Bury, England",53.5933498,-2.2966054
768,252,251,England,,United Kingdom,,,825,Wales,20,Forward,JAMES Daniel,Daniel Owen,JAMES,JAMES,11/10/1997 0:00,Fulham FC (ENG),171,"Kingston upon Hull, England",53.7676236,-0.3274198
769,252,251,England,,United Kingdom,,,274,England,14,Midfielder,PHILLIPS Kalvin,Kalvin Mark,PHILLIPS,PHILLIPS,12/2/1995 0:00,Manchester City FC (ENG),178,"Leeds, England",53.8007554,-1.5490774
770,179,179,Poland,PL,Poland,PL,35.32783571,529,Poland,10,Midfielder,KRYCHOWIAK Grzegorz,Grzegorz,KRYCHOWIAK,KRYCHOWIAK,1/29/1990 0:00,Al Shabab FC (KSA),186,"Gryfice, Poland",53.91666,15.1998891
771,179,179,Poland,PL,Poland,PL,35.32783571,543,Poland,24,Midfielder,FRANKOWSKI Przemyslaw,Przemyslaw Adam,FRANKOWSKI,FRANKOWSKI,4/12/1995 0:00,RC Lens (FRA),175,"Gdańsk, Poland",54.3520252,18.6466384
772,63,63,Denmark,DK,Denmark,DK,45.38183934,225,Denmark,17,Defender,STRYGER LARSEN Jens,Jens Stryger,LARSEN,STRYGER,2/21/1991 0:00,Trabzonspor (TUR),182,"Sakskøbing, Denmark",54.798236,11.631226
773,252,251,England,,United Kingdom,,,261,England,1,Goalkeeper,PICKFORD Jordan,Jordan Lee,PICKFORD,PICKFORD,3/7/1994 0:00,Everton FC (ENG),185,"Washington, England",54.897432,-1.517366
774,252,251,England,,United Kingdom,,,268,England,8,Midfielder,HENDERSON Jordan,Jordan Brian,HENDERSON,HENDERSON,6/17/1990 0:00,Liverpool FC (ENG),183,"Sunderland, England",54.906869,-1.383801
775,252,251,England,,United Kingdom,,,786,USA,7,Forward,REYNA Giovanni,Giovanni Alejandro,REYNA,REYNA,11/13/2002 0:00,Borussia Dortmund (GER),185,"Sunderland, England",54.906869,-1.383801
776,63,63,Denmark,DK,Denmark,DK,45.38183934,234,Denmark,26,Defender,BAH Alexander,Alexander Hartmann,BAH,BAH,12/9/1997 0:00,SL Benfica (POR),183,"Årslev, Denmark",55.3065946,10.4789498
777,63,63,Denmark,DK,Denmark,DK,45.38183934,224,Denmark,16,Goalkeeper,CHRISTENSEN Oliver,Oliver,CHRISTENSEN,O. CHRISTENSEN,3/22/1999 0:00,Hertha BSC (GER),190,"Kerteminde, Denmark",55.455882,10.654979
778,63,63,Denmark,DK,Denmark,DK,45.38183934,217,Denmark,9,Forward,BRAITHWAITE Martin,Martin Christensen,BRAITHWAITE,BRAITHWAITE,6/5/1991 0:00,RCD Espanyol (ESP),180,"Esbjerg, Denmark",55.476466,8.459405
779,63,63,Denmark,DK,Denmark,DK,45.38183934,218,Denmark,10,Midfielder,ERIKSEN Christian,Christian Dannemann,ERIKSEN,ERIKSEN,2/14/1992 0:00,Manchester United FC (ENG),181,"Middelfart, Denmark",55.497204,9.747172
780,63,63,Denmark,DK,Denmark,DK,45.38183934,210,Denmark,2,Defender,ANDERSEN Joachim,Joachim Christian,ANDERSEN,ANDERSEN,5/31/1996 0:00,Crystal Palace FC (ENG),192,"Solrød Strand, Denmark",55.5347191,12.1929891
781,219,219,Sweden,SE,Sweden,SE,92.18592833,378,Iran,14,Midfielder,GHODDOS Saman,Seyed Saman,GHODDOOS,GHODDOS,9/6/1993 0:00,Brentford FC (ENG),175,"Malmö, Sweden",55.604981,13.003822
782,63,63,Denmark,DK,Denmark,DK,45.38183934,215,Denmark,7,Midfielder,JENSEN Mathias,Mathias,JENSEN,JENSEN,1/1/1996 0:00,Brentford FC (ENG),180,"Jerslev, Zealand, Denmark",55.612252,11.229265
783,63,63,Denmark,DK,Denmark,DK,45.38183934,227,Denmark,19,Forward,WIND Jonas,Jonas Older,WIND,WIND,2/7/1999 0:00,VfL Wolfsburg (GER),190,"Hvidovre, Denmark",55.642522,12.475386
784,63,63,Denmark,DK,Denmark,DK,45.38183934,233,Denmark,25,Midfielder,LINDSTROM Jesper,Jesper Grænge,LINDSTRØM,LINDSTRØM,2/29/2000 0:00,Eintracht Frankfurt (GER),182,"Taastrup, Denmark",55.6460162,12.2979366
785,63,63,Denmark,DK,Denmark,DK,45.38183934,209,Denmark,1,Goalkeeper,SCHMEICHEL Kasper,Kasper Peter,SCHMEICHEL,SCHMEICHEL,11/5/1986 0:00,OGC Nice (FRA),190,"Copenhagen, Denmark",55.6760968,12.5683371
786,63,63,Denmark,DK,Denmark,DK,45.38183934,223,Denmark,15,Midfielder,NORGAARD Christian,Christian Thers,NØRGAARD,NØRGAARD,3/10/1994 0:00,Brentford FC (ENG),186,"Copenhagen, Denmark",55.6760968,12.5683371
787,63,63,Denmark,DK,Denmark,DK,45.38183934,228,Denmark,20,Forward,YURARY POULSEN Yussuf,Yussuf Yurary,POULSEN,YURARY,6/15/1994 0:00,RB Leipzig (GER),193,"Copenhagen, Denmark",55.6760968,12.5683371
788,63,63,Denmark,DK,Denmark,DK,45.38183934,229,Denmark,21,Forward,CORNELIUS Andreas,Andreas Evald,CORNELIUS,CORNELIUS,3/16/1993 0:00,FC København (DEN),195,"Copenhagen, Denmark",55.6760968,12.5683371
789,63,63,Denmark,DK,Denmark,DK,45.38183934,231,Denmark,23,Midfielder,HOJBJERG Pierre-Emile,Pierre-Emile Kordt,HØJBJERG,HØJBJERG,8/5/1995 0:00,Tottenham Hotspur FC (ENG),187,"Copenhagen, Denmark",55.6760968,12.5683371
790,63,63,Denmark,DK,Denmark,DK,45.38183934,752,Tunisia,25,Forward,BEN SLIMANE Anis,Anis,BEN SLIMANE,BEN SLIMANE,3/16/2001 0:00,Brøndby IF (DEN),188,"Copenhagen, Denmark",55.6760968,12.5683371
791,63,63,Denmark,DK,Denmark,DK,45.38183934,216,Denmark,8,Midfielder,DELANEY Thomas,Thomas Joseph,DELANEY,DELANEY,9/3/1991 0:00,Sevilla FC (ESP),180,"Frederiksberg, Denmark",55.677069,12.513321
792,63,63,Denmark,DK,Denmark,DK,45.38183934,226,Denmark,18,Defender,WASS Daniel,Daniel,WASS,WASS,5/31/1989 0:00,Brøndby IF (DEN),181,"Gladsaxe, Denmark",55.733461,12.488686
793,63,63,Denmark,DK,Denmark,DK,45.38183934,222,Denmark,14,Midfielder,DAMSGAARD Mikkel,Mikkel Krogh,DAMSGAARD,DAMSGAARD,7/3/2000 0:00,Brentford FC (ENG),180,"Jyllinge, Denmark",55.748496,12.110293
794,63,63,Denmark,DK,Denmark,DK,45.38183934,212,Denmark,4,Defender,KJAER Simon,Simon Thorup,KJÆR,KJÆR,3/26/1989 0:00,AC Milan (ITA),191,"Horsens, Denmark",55.8581302,9.8475881
795,63,63,Denmark,DK,Denmark,DK,45.38183934,230,Denmark,22,Goalkeeper,RONNOW Frederik,Frederik Riis,RØNNOW,RØNNOW,8/4/1992 0:00,1. FC Union Berlin (GER),190,"Horsens, Denmark",55.8581302,9.8475881
796,63,63,Denmark,DK,Denmark,DK,45.38183934,214,Denmark,6,Defender,CHRISTENSEN Andreas,Andreas Bødtker,CHRISTENSEN,A. CHRISTENSEN,4/10/1996 0:00,FC Barcelona (ESP),192,"Lillerød, Denmark",55.8684723,12.3429773
797,63,63,Denmark,DK,Denmark,DK,45.38183934,219,Denmark,11,Midfielder,SKOV OLSEN Andreas,Andreas Skov,OLSEN,SKOV OLSEN,12/29/1999 0:00,Club Brugge (BEL),187,"Hillerød, Denmark",55.927909,12.300806
798,63,63,Denmark,DK,Denmark,DK,45.38183934,221,Denmark,13,Defender,KRISTENSEN Rasmus,Rasmus Nissen,KRISTENSEN,KRISTENSEN,7/11/1997 0:00,Leeds United FC (ENG),187,"Brande, Denmark",55.9426864,9.1287953
799,254,253,Scotland,,United Kingdom,,,51,Australia,25,Forward,CUMMINGS Jason,Jason Steven,CUMMINGS,CUMMINGS,8/1/1995 0:00,Central Coast Mariners FC (AUS),178,"Edinburgh, Scotland",55.953252,-3.188267
800,63,63,Denmark,DK,Denmark,DK,45.38183934,211,Denmark,3,Defender,NELSSON Victor,Victor Enok,NELSSON,NELSSON,10/14/1998 0:00,Galatasaray SK (TUR),185,"Hornbæk, Denmark",56.084962,12.458537
801,63,63,Denmark,DK,Denmark,DK,45.38183934,220,Denmark,12,Forward,DOLBERG Kasper,Kasper Dolberg,RASMUSSEN,DOLBERG,10/6/1997 0:00,Sevilla FC (ESP),187,"Silkeborg, Denmark",56.176362,9.5549216
802,254,253,Scotland,,United Kingdom,,,154,Canada,24,Midfielder,WOTHERSPOON David,David Wallace,WOTHERSPOON,WOTHERSPOON,1/16/1990 0:00,St Johnstone FC (SCO),172,"Perth, Scotland",56.394994,-3.430838
803,254,253,Scotland,,United Kingdom,,,32,Australia,6,Forward,BOYLE Martin,Martin Callie,BOYLE,BOYLE,4/25/1993 0:00,Hibernian FC (SCO),172,"Aberdeen, Scotland",57.1498891,-2.0937528
804,254,253,Scotland,,United Kingdom,,,45,Australia,19,Defender,SOUTTAR Harry,Harry James,SOUTTAR,SOUTTAR,10/22/1998 0:00,Stoke City FC (ENG),198,"Aberdeen, Scotland",57.1498891,-2.0937528
805,63,63,Denmark,DK,Denmark,DK,45.38183934,213,Denmark,5,Defender,MAEHLE Joakim,Joakim Mæhle,PEDERSEN,MÆHLE,5/20/1997 0:00,Atalanta Bergamo (ITA),185,"Østervrå, Denmark",57.3411787,10.2382091
