OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
528,662,Serbia,13,Defender,Mitrovic Stefan,Stefan,MITROVIĆ,S. MITROVIĆ,5/22/1990 0:00,Getafe CF (ESP),189,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123,201,201,Serbia,RS,Serbia,RS,19.48499229
529,667,Serbia,18,Forward,Vlahovic Dusan,Dušan,VLAHOVIĆ,VLAHOVIĆ,1/28/2000 0:00,Juventus FC (ITA),190,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123,201,201,Serbia,RS,Serbia,RS,19.48499229
530,675,Serbia,26,Midfielder,Grujic Marko,Marko,GRUJIĆ,GRUJIĆ,4/13/1996 0:00,FC Porto (POR),191,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123,201,201,Serbia,RS,Serbia,RS,19.48499229
531,652,Serbia,3,Defender,Erakovic Strahinja,Strahinja,ERAKOVIĆ,ERAKOVIĆ,1/22/2001 0:00,FK Crvena Zvezda (SRB),184,"Batajnica, FR Yugoslavia",44.9061323,20.2748158,201,201,Serbia,RS,Serbia,RS,19.48499229
541,659,Serbia,10,Forward,Tadic Dusan,Dušan,TADIĆ,TADIĆ,11/20/1988 0:00,AFC Ajax (NED),181,"Bačka Topola, SR Serbia, SFR Yugoslavia",45.8129152,19.6300949,201,201,Serbia,RS,Serbia,RS,19.48499229
550,650,Serbia,1,Goalkeeper,Dmitrovic Marko,Marko,DMITROVIĆ,DMITROVIĆ,1/24/1992 0:00,Sevilla FC (ESP),194,"Subotica, SR Serbia, SFR Yugoslavia",46.0969581,19.65763,201,201,Serbia,RS,Serbia,RS,19.48499229
70,52,Australia,26,Midfielder,Baccus Keanu,Keanu Kole,BACCUS,BACCUS,6/7/1998 0:00,St Mirren FC (SCO),178,"Durban, South Africa",-29.8586804,31.0218404,210,210,South Africa,ZA,South Africa,ZA,68.45482532
336,419,South Korea,4,Defender,Kim Minjae,Minjae,KIM,M J KIM,11/15/1996 0:00,SSC Napoli (ITA),189,"Tongyeong, South Korea",34.8544227,128.433182,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
338,438,South Korea,23,Defender,Kim Taehwan,Taehwan,KIM,T H KIM,7/24/1989 0:00,Ulsan Hyundai FC (KOR),177,"Gwangju, South Korea",35.1595454,126.8526012,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
341,432,South Korea,17,Midfielder,Na Sangho,Sangho,,S H NA,8/12/1996 0:00,FC Seoul (KOR),173,"Damyang, South Korea",35.3211394,126.9881673,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
347,416,South Korea,1,Goalkeeper,Kim Seunggyu,Seunggyu,KIM,S G KIM,9/30/1990 0:00,Al Shabab FC (KSA),187,"Ulsan, South Korea",35.5383773,129.3113596,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
348,420,South Korea,5,Midfielder,Jung Wooyoung,Wooyoung,JUNG,W Y JUNG,12/14/1989 0:00,Al Sadd SC (QAT),188,"Ulsan, South Korea",35.5383773,129.3113596,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
349,425,South Korea,10,Midfielder,Lee Jaesung,Jae Sung,LEE,J S LEE,8/10/1992 0:00,FSV Mainz 05 (GER),180,"Ulsan, South Korea",35.5383773,129.3113596,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
359,418,South Korea,3,Defender,Kim Jinsu,Jin Su,KIM,J S KIM,6/13/1992 0:00,Jeonbuk Hyundai FC (KOR),177,"Jeonju, Jeonbuk, South Korea",35.8242238,127.1479532,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
360,434,South Korea,19,Defender,Kim Younggwon,Younggwon,KIM,Y G KIM,2/27/1990 0:00,Ulsan Hyundai FC (KOR),186,"Jeonju, Jeonbuk, South Korea",35.8242238,127.1479532,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
363,439,South Korea,24,Defender,Cho Yumin,Yumin,CHO,Y M CHO,11/17/1996 0:00,Daejeon Citizen FC (KOR),182,South Korea,35.907757,127.766922,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
365,417,South Korea,2,Defender,Yoon Jonggyu,Jonggyu,YOON,J G YOON,3/20/1998 0:00,FC Seoul (KOR),173,"Pohang, South Korea",36.0190178,129.3434808,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
366,441,South Korea,26,Midfielder,Song Minkyu,Minkyu,SONG,M K SONG,9/12/1999 0:00,Jeonbuk Hyundai FC (KOR),179,"Nonsan, South Korea",36.1870656,127.0987453,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
367,421,South Korea,6,Midfielder,Hwang Inbeom,Inbeom,HWANG,I B HWANG,9/20/1996 0:00,Olympiacos Piraeus FC (GRE),177,"Daejeon, South Korea",36.3504119,127.3845475,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
369,428,South Korea,13,Midfielder,Son Junho,Junho,SON,J H SON,5/12/1992 0:00,Shandong Luneng Taishan FC (CHN),178,"Yeongdeok, South Korea",36.4150799,129.3659681,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
389,429,South Korea,14,Defender,Hong Chul,Chul,HONG,C HONG,9/17/1990 0:00,Daegu FC (KOR),177,"Hwaseong, Gyeonggi, South Korea",37.1994932,126.8311887,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
390,430,South Korea,15,Defender,Kim Moonhwan,Moonhwan,KIM,M H KIM,8/1/1995 0:00,Jeonbuk Hyundai FC (KOR),173,"Hwaseong, South Korea",37.1994932,126.8311887,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
392,424,South Korea,9,Forward,Cho Guesung,Guesung,CHO,G S CHO,1/25/1998 0:00,Jeonbuk Hyundai FC (KOR),188,"Ansan, Gyeonggi, South Korea",37.3218778,126.8308848,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
393,427,South Korea,12,Goalkeeper,Song Bumkeun,Bumkeun,SONG,B K SONG,10/15/1997 0:00,Jeonbuk Hyundai FC (KOR),196,"Seongnam, South Korea",37.4449168,127.1388684,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
394,431,South Korea,16,Forward,Hwang Uijo,Ui Jo,HWANG,U J HWANG,8/28/1992 0:00,Olympiacos Piraeus FC (GRE),184,"Seongnam, Gyeonggi, South Korea",37.4449168,127.1388684,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
395,433,South Korea,18,Midfielder,Lee Kangin,Kangin,LEE,K I LEE,2/19/2001 0:00,RCD Mallorca (ESP),173,"Incheon, South Korea",37.4562557,126.7052062,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
396,440,South Korea,25,Midfielder,Jeong Wooyeong,Wooyeong,JEONG,W Y JEONG,9/20/1999 0:00,SC Freiburg (GER),180,"Incheon, South Korea",37.4562557,126.7052062,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
398,423,South Korea,8,Midfielder,Paik Seungho,Seungho,PAIK,S H PAIK,3/17/1997 0:00,Jeonbuk Hyundai FC (KOR),182,"Seoul, South Korea",37.566535,126.9779692,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
399,435,South Korea,20,Defender,Kwon Kyungwon,Kyungwon,KWON,K W KWON,1/31/1992 0:00,Gamba Osaka (JPN),187,"Seoul, South Korea",37.566535,126.9779692,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
400,436,South Korea,21,Goalkeeper,Jo Hyeonwoo,Hyeonwoo,JO,H W JO,9/25/1991 0:00,Ulsan Hyundai FC (KOR),189,"Seoul, South Korea",37.566535,126.9779692,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
401,437,South Korea,22,Midfielder,Kwon Changhoon,Changhoon,KWON,C H KWON,6/30/1994 0:00,Gimcheon Sangmu FC (KOR),174,"Seoul, South Korea",37.566535,126.9779692,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
404,422,South Korea,7,Midfielder,Son Heungmin,Heung Min,SON,H M SON,7/8/1992 0:00,Tottenham Hotspur FC (ENG),183,"Chuncheon, South Korea",37.8813153,127.7299707,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
405,426,South Korea,11,Midfielder,Hwang Heechan,Hee Chan,HWANG,H C HWANG,1/26/1996 0:00,Wolverhampton Wanderers FC (ENG),177,"Chuncheon, Gangwon, South Korea",37.8813153,127.7299707,212,212,South Korea,KR,"Korea, Republic of",KR,28.3332677
286,692,Spain,17,Forward,Pino Yeremy,Yeremy Jesús,PINO SANTOS,YEREMY,10/20/2002 0:00,Villarreal CF (ESP),172,"Las Palmas, Spain",28.1008837,-15.4653897,214,214,Spain,ES,Spain,ES,51.72495637
287,701,Spain,26,Midfielder,Pedri,Pedro,GONZÁLEZ LÓPEZ,PEDRI,11/25/2002 0:00,FC Barcelona (ESP),174,"Bajamar, Spain",28.5541817,-16.3445395,214,214,Spain,ES,Spain,ES,51.72495637
340,479,Morocco,12,Goalkeeper,El Kajoui Munir,Monir,EL KAJOUI,EL KAJOUI,5/10/1989 0:00,Al Wehda FC (KSA),190,"Melilla, Spain",35.2922775,-2.9380973,214,214,Spain,ES,Spain,ES,51.72495637
371,232,Denmark,24,Midfielder,Skov Robert,Robert,SKOV,SKOV,5/20/1996 0:00,TSG 1899 Hoffenheim (GER),183,"Marbella, Spain",36.510071,-4.8824474,214,214,Spain,ES,Spain,ES,51.72495637
388,684,Spain,9,Midfielder,Gavi,Pablo,PAEZ GAVIRA,GAVI,8/5/2004 0:00,FC Barcelona (ESP),173,"Los Palacios y Villafranca, Spain",37.1584636,-5.9244808,214,214,Spain,ES,Spain,ES,51.72495637
402,676,Spain,1,Goalkeeper,Sanchez Robert,Robert,LYNCH SÁNCHEZ,SÁNCHEZ,11/18/1997 0:00,Brighton & Hove Albion FC (ENG),197,"Cartagena, Spain",37.6156944,-0.9892242,214,214,Spain,ES,Spain,ES,51.72495637
416,689,Spain,14,Defender,Gaya Jose,José Luis,GAYÀ PEÑA,GAYÀ,5/25/1995 0:00,Valencia CF (ESP),172,"Pedreguer, Spain",38.7930797,0.0338198,214,214,Spain,ES,Spain,ES,51.72495637
419,694,Spain,19,Midfielder,Soler Carlos,Carlos,SOLER BARRAGAN,C. SOLER,1/2/1997 0:00,Paris Saint-Germain FC (FRA),180,"Valencia, Spain",39.4699075,-0.3762881,214,214,Spain,ES,Spain,ES,51.72495637
420,686,Spain,11,Forward,Torres Ferran,Ferran,TORRES GARCÍA,FERRAN,2/29/2000 0:00,FC Barcelona (ESP),184,"Foios, Spain",39.5363435,-0.3524784,214,214,Spain,ES,Spain,ES,51.72495637
422,685,Spain,10,Forward,Asensio Marco,Marco,ASENSIO WILLEMSEN,M. ASENSIO,1/21/1996 0:00,Real Madrid CF (ESP),175,"Palma, Spain",39.5696005,2.6501603,214,214,Spain,ES,Spain,ES,51.72495637
425,679,Spain,4,Defender,Torres Pau,Pau,FRANCISCO TORRES,PAU,1/16/1997 0:00,Villarreal CF (ESP),191,"Villarreal, Spain",39.9397706,-0.1005932,214,214,Spain,ES,Spain,ES,51.72495637
427,695,Spain,20,Defender,Carvajal Dani,Daniel,CARVAJAL RAMOS,CARVAJAL,1/11/1992 0:00,Real Madrid CF (ESP),173,"Leganés, Spain",40.3319506,-3.7686545,214,214,Spain,ES,Spain,ES,51.72495637
428,250,Ecuador,16,Midfielder,Sarmiento Jeremy,Jeremy Leonel,SARMIENTO MORANTE,SARMIENTO,6/16/2002 0:00,Brighton & Hove Albion FC (ENG),178,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
429,469,Morocco,2,Defender,Hakimi Achraf,Achraf,HAKIMI,HAKIMI,11/4/1998 0:00,Paris Saint-Germain FC (FRA),181,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
430,681,Spain,6,Midfielder,Llorente Marcos,Marcos,LLORENTE MORENO,M. LLORENTE,1/30/1995 0:00,CA Atlético Madrid (ESP),184,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
431,682,Spain,7,Forward,Morata Alvaro,Álvaro Borja,MORATA MARTÍN,MORATA,10/23/1992 0:00,CA Atlético Madrid (ESP),188,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
432,683,Spain,8,Midfielder,Koke,Jorge,RESURRECCIÓN MERODIO,KOKE,1/8/1992 0:00,CA Atlético Madrid (ESP),176,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
433,691,Spain,16,Midfielder,Rodri,Rodrigo,HERNÁNDEZ CASCANTE,RODRIGO,6/22/1996 0:00,Manchester City FC (ENG),190,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
434,697,Spain,22,Forward,Sarabia Pablo,Pablo,SARABIA GARCIA,SARABIA,5/11/1992 0:00,Paris Saint-Germain FC (FRA),179,"Madrid, Spain",40.4167754,-3.7037902,214,214,Spain,ES,Spain,ES,51.72495637
448,693,Spain,18,Defender,Alba Jordi,Jordi,ALBA RAMOS,JORDI ALBA,3/21/1989 0:00,FC Barcelona (ESP),170,"L'Hospitalet de Llobregat, Spain",41.3661865,2.1164942,214,214,Spain,ES,Spain,ES,51.72495637
449,688,Spain,13,Goalkeeper,Raya David,David,RAYA MARTÍN,RAYA,9/15/1995 0:00,Brentford FC (ENG),183,"Barcelona, Spain",41.3873974,2.168568,214,214,Spain,ES,Spain,ES,51.72495637
450,678,Spain,3,Defender,Garcia Eric,Eric,GARCÍA MARTRET,ERIC,1/9/2001 0:00,FC Barcelona (ESP),182,"Martorell, Spain",41.4777114,1.9177343,214,214,Spain,ES,Spain,ES,51.72495637
454,680,Spain,5,Midfielder,Busquets Sergio,Sergio,BUSQUETS BURGOS,SERGIO,7/16/1988 0:00,FC Barcelona (ESP),189,"Sabadell, Spain",41.5462745,2.1086131,214,214,Spain,ES,Spain,ES,51.72495637
455,696,Spain,21,Forward,Olmo Dani,Daniel,OLMO CARVAJAL,OLMO,5/7/1998 0:00,RB Leipzig (GER),179,"Terrassa, Spain",41.5631482,2.0054917,214,214,Spain,ES,Spain,ES,51.72495637
457,669,Serbia,20,Midfielder,Milinkovic-savic Sergej,Sergej,MILINKOVIĆ-SAVIĆ,SERGEJ,2/27/1995 0:00,SS Lazio (ITA),192,"Lleida, Spain",41.6177221,0.6200206,214,214,Spain,ES,Spain,ES,51.72495637
461,672,Serbia,23,Goalkeeper,Milinkovic-savic Vanja,Vanja,MILINKOVIĆ SAVIĆ,VANJA,2/20/1997 0:00,Torino FC (ITA),202,"Orense, Spain",42.3357893,-7.863881,214,214,Spain,ES,Spain,ES,51.72495637
463,677,Spain,2,Defender,Azpilicueta Cesar,César,AZPILICUETA TANCO,AZPILICUETA,8/28/1989 0:00,Chelsea FC (ENG),178,"Zizur Mayor, Spain",42.7855575,-1.6882181,214,214,Spain,ES,Spain,ES,51.72495637
464,687,Spain,12,Forward,Williams Nico,Nicholas,WILLIAMS ARTHUER,WILLIAMS JR.,7/12/2002 0:00,Athletic Club (ESP),181,"Pamplona, Navarre, Spain",42.812526,-1.6457745,214,214,Spain,ES,Spain,ES,51.72495637
465,698,Spain,23,Goalkeeper,Simon Unai,Unai,SIMÓN MENDIBIL,UNAI SIMÓN,6/11/1997 0:00,Athletic Club (ESP),190,"Vitoria-Gasteiz, Spain",42.8531869,-2.6732421,214,214,Spain,ES,Spain,ES,51.72495637
470,357,Ghana,19,Forward,Williams Inaki,Iñaki,WILLIAMS ARTHUER,IÑAKI,6/15/1994 0:00,Athletic Club (ESP),186,"Bilbao, Spain",43.2630126,-2.9349852,214,214,Spain,ES,Spain,ES,51.72495637
478,690,Spain,15,Defender,Guillamon Hugo,Hugo,GUILLAMÓN SANMARTÍN,HUGO G.,1/31/2000 0:00,Valencia CF (ESP),178,"San Sebastián, Spain",43.318334,-1.9812313,214,214,Spain,ES,Spain,ES,51.72495637
214,584,Qatar,13,Defender,Musaab Khidir,Musaab Khidir K,MOHAMED,MUSAAB,1/1/1993 0:00,Al Sadd SC (QAT),176,"Khartoum, Sudan",15.5006544,32.5598994,216,216,Sudan,SD,Sudan,SD,65.28249059
215,590,Qatar,19,Forward,Almoez Ali,Almoez Ali Zainelabdeen M,ABDULLA,ALMOEZ,8/19/1996 0:00,Al Duhail SC (QAT),180,"Khartoum, Sudan",15.5006544,32.5598994,216,216,Sudan,SD,Sudan,SD,65.28249059
808,378,Iran,14,Midfielder,Ghoddos Saman,Seyed Saman,GHODDOOS,GHODDOS,9/6/1993 0:00,Brentford FC (ENG),175,"Malmö, Sweden",55.604981,13.003822,219,219,Sweden,SE,Sweden,SE,92.18592833
551,707,Switzerland,6,Midfielder,Zakaria Denis,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,11/20/1996 0:00,Chelsea FC (ENG),189,"Geneva, Switzerland",46.2043907,6.1431577,220,220,Switzerland,CH,Switzerland,CH,15.53152262
552,703,Switzerland,2,Defender,Fernandes Edimilson,Edimilson,FERNANDES RIBEIRO,FERNANDES,4/15/1996 0:00,FSV Mainz 05 (GER),190,"Sion, Switzerland",46.2331221,7.360626,220,220,Switzerland,CH,Switzerland,CH,15.53152262
555,502,Netherlands,9,Forward,De Jong Luuk,Luuk,DE JONG,L. DE JONG,8/27/1990 0:00,PSV Eindhoven (NED),188,"Aigle, Switzerland",46.3190253,6.970566,220,220,Switzerland,CH,Switzerland,CH,15.53152262
556,702,Switzerland,1,Goalkeeper,Sommer Yann,Yann,SOMMER,SOMMER,12/17/1988 0:00,VfL Borussia Mönchengladbach (GER),183,"Morges, Switzerland",46.5088127,6.4961301,220,220,Switzerland,CH,Switzerland,CH,15.53152262
557,715,Switzerland,14,Midfielder,Aebischer Michel,Michel,AEBISCHER,AEBISCHER,1/6/1997 0:00,Bologna FC (ITA),183,"Fribourg, Switzerland",46.8064773,7.1619719,220,220,Switzerland,CH,Switzerland,CH,15.53152262
558,713,Switzerland,12,Goalkeeper,Omlin Jonas,Jonas,OMLIN,OMLIN,1/10/1994 0:00,Montpellier HSC (FRA),190,"Sarnen, Switzerland",46.8959313,8.2456758,220,220,Switzerland,CH,Switzerland,CH,15.53152262
559,709,Switzerland,8,Midfielder,Freuler Remo,Remo Marco,FREULER,FREULER,4/15/1992 0:00,Nottingham Forest FC (ENG),181,"Ennenda, Switzerland",47.0338781,9.0775529,220,220,Switzerland,CH,Switzerland,CH,15.53152262
560,718,Switzerland,17,Forward,Vargas Ruben,Ruben Estephan,VARGAS MARITNEZ,VARGAS,8/5/1998 0:00,FC Augsburg (GER),179,"Adligenswil, Switzerland",47.071186,8.3647405,220,220,Switzerland,CH,Switzerland,CH,15.53152262
561,726,Switzerland,25,Midfielder,Rieder Fabian,Fabian,RIEDER,RIEDER,2/16/2002 0:00,BSC Young Boys (SUI),181,"Koppigen, Switzerland",47.133724,7.6017869,220,220,Switzerland,CH,Switzerland,CH,15.53152262
563,710,Switzerland,9,Forward,Seferovic Haris,Haris,SEFEROVIC,SEFEROVIC,2/22/1992 0:00,Galatasaray SK (TUR),186,"Sursee, Switzerland",47.1714819,8.1111312,220,220,Switzerland,CH,Switzerland,CH,15.53152262
564,727,Switzerland,26,Midfielder,Jashari Ardon,Ardon,JASHARI,JASHARI,7/30/2002 0:00,FC Luzern (SUI),181,"Cham, Switzerland",47.181225,8.4592089,220,220,Switzerland,CH,Switzerland,CH,15.53152262
565,567,Portugal,22,Goalkeeper,Diogo Costa,Diogo,MEIRELES DA COSTA,DIOGO COSTA,9/19/1999 0:00,FC Porto (POR),192,"Rothrist, Switzerland",47.302214,7.8774496,220,220,Switzerland,CH,Switzerland,CH,15.53152262
567,646,Senegal,23,Goalkeeper,Dieng Seny,Seny Timothy,DIENG,SENY,11/23/1994 0:00,Queens Park Rangers FC (ENG),195,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
568,705,Switzerland,4,Defender,Elvedi Nico,Nico,ELVEDI,ELVEDI,9/30/1996 0:00,VfL Borussia Mönchengladbach (GER),187,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
569,714,Switzerland,13,Defender,Rodriguez Ricardo,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,8/25/1992 0:00,Torino FC (ITA),180,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
570,716,Switzerland,15,Midfielder,Sow Djibril,Mohameth Djibril Ibrahima,SOW,SOW,2/6/1997 0:00,Eintracht Frankfurt (GER),183,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
571,717,Switzerland,16,Midfielder,Fassnacht Christian,Christian Andreas,FASSNACHT,FASSNACHT,11/11/1993 0:00,BSC Young Boys (SUI),185,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
572,722,Switzerland,21,Goalkeeper,Kobel Gregor,Gregor,KOBEL,KOBEL,12/6/1997 0:00,Borussia Dortmund (GER),194,"Zürich, Switzerland",47.3768866,8.541694,220,220,Switzerland,CH,Switzerland,CH,15.53152262
573,704,Switzerland,3,Defender,Widmer Silvan,Silvan Dominic,WIDMER,WIDMER,3/5/1993 0:00,FSV Mainz 05 (GER),183,"Aarau, Switzerland",47.390434,8.0457015,220,220,Switzerland,CH,Switzerland,CH,15.53152262
574,712,Switzerland,11,Defender,Steffen Renato,Renato,STEFFEN,STEFFEN,11/3/1991 0:00,FC Lugano (SUI),170,"Aarau, Switzerland",47.390434,8.0457015,220,220,Switzerland,CH,Switzerland,CH,15.53152262
576,723,Switzerland,22,Defender,Schaer Fabian,Fabian Lukas,SCHÄR,SCHÄR,12/20/1991 0:00,Newcastle United FC (ENG),186,"Wil, Switzerland",47.4635617,9.0479097,220,220,Switzerland,CH,Switzerland,CH,15.53152262
578,706,Switzerland,5,Defender,Akanji Manuel,Manuel Obafemi,AKANJI,AKANJI,7/19/1995 0:00,Manchester City FC (ENG),186,"Neftenbach, Switzerland",47.5266537,8.6688227,220,220,Switzerland,CH,Switzerland,CH,15.53152262
579,720,Switzerland,19,Forward,Okafor Noah,Noah Arinzechukwu,OKAFOR,OKAFOR,5/24/2000 0:00,FC Red Bull Salzburg (AUT),185,"Binningen, Switzerland",47.5378697,7.5709878,220,220,Switzerland,CH,Switzerland,CH,15.53152262
580,721,Switzerland,20,Midfielder,Frei Fabian,Fabian,FREI,FREI,1/8/1989 0:00,FC Basel (SUI),183,"Frauenfeld, Switzerland",47.5535997,8.8987541,220,220,Switzerland,CH,Switzerland,CH,15.53152262
581,654,Serbia,5,Defender,Veljkovic Milos,Miloš,VELJKOVIĆ,VELJKOVIĆ,9/26/1995 0:00,SV Werder Bremen (GER),188,"Basel, Switzerland",47.5595986,7.5885761,220,220,Switzerland,CH,Switzerland,CH,15.53152262
582,711,Switzerland,10,Midfielder,Xhaka Granit,Granit,XHAKA,XHAKA,9/27/1992 0:00,Arsenal FC (ENG),183,"Basel, Switzerland",47.5595986,7.5885761,220,220,Switzerland,CH,Switzerland,CH,15.53152262
583,719,Switzerland,18,Defender,Coemert Eray,Eray Ervin,CÖMERT,CÖMERT,2/4/1998 0:00,Valencia CF (ESP),183,"	Basel, Switzerland",47.5595986,7.5885761,220,220,Switzerland,CH,Switzerland,CH,15.53152262
308,738,Tunisia,11,Forward,Khenissi Taha Yassine,Taha Yassine,KHENISSI,KHENISSI,1/6/1992 0:00,Al Kuwait SC (KUW),180,"Zarzis, Tunisia",33.5041035,11.0881494,230,230,Tunisia,TN,Tunisia,TN,25.01430184
319,749,Tunisia,22,Goalkeeper,Ben Said Bechir,Bechir,SAID,BEN SAID,11/29/1992 0:00,US Monastir (TUN),193,"Gabes, Tunisia",33.9459648,9.7232673,230,230,Tunisia,TN,Tunisia,TN,25.01430184
331,739,Tunisia,12,Defender,Maaloul Ali,Ali,MAALOUL,MAALOUL,1/1/1990 0:00,Al Ahly SC (EGY),175,"Sfax, Tunisia",34.739822,10.7600196,230,230,Tunisia,TN,Tunisia,TN,25.01430184
332,743,Tunisia,16,Goalkeeper,Dahmen Aymen,Aymen,DAHMEN,DAHMEN,1/28/1997 0:00,CS Sfaxien (TUN),188,"Sfax, Tunisia",34.739822,10.7600196,230,230,Tunisia,TN,Tunisia,TN,25.01430184
333,751,Tunisia,24,Defender,Abdi Ali,Ali,ELABDI,ABDI,12/20/1993 0:00,SM Caen (FRA),177,"Sfax, Tunisia",34.739822,10.7600196,230,230,Tunisia,TN,Tunisia,TN,25.01430184
375,736,Tunisia,9,Forward,Jebali Issam,Issam,JEBALI,JEBALI,12/25/1991 0:00,Odense BK (DEN),182,"Majaz al Bab, Tunisia",36.6484118,9.6146499,230,230,Tunisia,TN,Tunisia,TN,25.01430184
378,728,Tunisia,1,Goalkeeper,Mathlouthi Aymen,Aymen,MATHLOUTHI,MATHLOUTHI,9/14/1984 0:00,Étoile Du Sahel (TUN),182,"Tunis, Tunisia",36.8064948,10.1815316,230,230,Tunisia,TN,Tunisia,TN,25.01430184
379,734,Tunisia,7,Forward,Msakni Youssef,Youssef,MSAKNI,MSAKNI,10/28/1990 0:00,Al Arabi SC (QAT),175,"Tunis, Tunisia",36.8064948,10.1815316,230,230,Tunisia,TN,Tunisia,TN,25.01430184
380,742,Tunisia,15,Midfielder,Ben Romdhane Mohamed Ali,Mohamed Ali,BEN ROMDHAN,BEN ROMDHANE,9/6/1999 0:00,Espérance Tunis (TUN),182,"Tunis, Tunisia",36.8064948,10.1815316,230,230,Tunisia,TN,Tunisia,TN,25.01430184
381,746,Tunisia,19,Forward,Jaziri Seifeddine,Seifeddine,JAZIRI,JAZIRI,2/12/1993 0:00,Zamalek SC (EGY),180,"Tunis, Tunisia",36.8064948,10.1815316,230,230,Tunisia,TN,Tunisia,TN,25.01430184
382,745,Tunisia,18,Midfielder,Chaaleli Ghaylen,Ghaylen,CHAALELI,CHAALELI,2/28/1994 0:00,Espérance Tunis (TUN),179,"La Manouba, Tunisia",36.8093284,10.0863269,230,230,Tunisia,TN,Tunisia,TN,25.01430184
383,729,Tunisia,2,Defender,Ifa Bilel,Bilel,IFA,IFA,3/9/1990 0:00,Al Kuwait SC (KUW),185,"Aryanah, Tunisia",36.8665367,10.1647233,230,230,Tunisia,TN,Tunisia,TN,25.01430184
384,731,Tunisia,4,Defender,Meriah Yassine,Yassine,MERIAH,MERIAH,7/2/1993 0:00,Espérance Tunis (TUN),183,"Aryanah, Tunisia",36.8665367,10.1647233,230,230,Tunisia,TN,Tunisia,TN,25.01430184
385,740,Tunisia,13,Midfielder,Sassi Ferjani,Ferjani,SASSI,SASSI,3/18/1992 0:00,Al Duhail SC (QAT),186,"Aryanah, Tunisia",36.8665367,10.1647233,230,230,Tunisia,TN,Tunisia,TN,25.01430184
299,793,USA,14,Midfielder,De La Torre Luca,Lucas Daniel,DE LA TORRE,DE LA TORRE,5/23/1998 0:00,RC Celta Vigo (ESP),178,"San Diego, California, United States",32.715738,-117.1610838,239,238,USA,US,United States,US,726.1060557
304,802,USA,23,Midfielder,Acosta Kellyn,Kellyn Kai,PERRY-ACOSTA,ACOSTA,7/24/1995 0:00,Los Angeles FC (USA),177,"Plano, Texas, United States",33.0198431,-96.6988856,239,238,USA,US,United States,US,726.1060557
